x_dq,u_dq,w_dq,phi_dq,x_fem,u_fem,w_fem,phi_fem,x_pinn,u_pinn,w_pinn,phi_pinn
,,,,6.2666666667e-01,2.1415898429e-03,-3.7776487130e-01,-3.8712744670e-02,,,,
,,,,6.2733333333e-01,2.1461553342e-03,-3.7724097009e-01,-3.8890637506e-02,,,,
,,,,6.2800000000e-01,2.1506261133e-03,-3.7671466398e-01,-3.9068119794e-02,,,,
,,,,6.2866666667e-01,2.1550019632e-03,-3.7618595841e-01,-3.9245189297e-02,,,,
,,,,6.2933333333e-01,2.1592826711e-03,-3.7565485890e-01,-3.9421843776e-02,,,,
,,,,6.3000000000e-01,2.1634680282e-03,-3.7512137096e-01,-3.9598080992e-02,,,,
,,,,6.3066666667e-01,2.1675578301e-03,-3.7458550016e-01,-3.9773898704e-02,,,,
,,,,6.3133333333e-01,2.1715518764e-03,-3.7404725207e-01,-3.9949294670e-02,,,,
,,,,6.3200000000e-01,2.1754499709e-03,-3.7350663232e-01,-4.0124266647e-02,,,,
,,,,6.3266666667e-01,2.1792519216e-03,-3.7296364654e-01,-4.0298812389e-02,,,,
,,,,6.3333333333e-01,2.1829575410e-03,-3.7241830043e-01,-4.0472929649e-02,,,,
,,,,6.3400000000e-01,2.1865666454e-03,-3.7187059967e-01,-4.0646616180e-02,,,,
,,,,6.3466666667e-01,2.1900790556e-03,-3.7132055001e-01,-4.0819869732e-02,,,,
,,,,6.3533333333e-01,2.1934945967e-03,-3.7076815720e-01,-4.0992688055e-02,,,,
,,,,6.3600000000e-01,2.1968130981e-03,-3.7021342706e-01,-4.1165068897e-02,,,,
,,,,6.3666666667e-01,2.2000343932e-03,-3.6965636539e-01,-4.1337010002e-02,,,,
,,,,6.3733333333e-01,2.2031583201e-03,-3.6909697806e-01,-4.1508509118e-02,,,,
,,,,6.3800000000e-01,2.2061847211e-03,-3.6853527095e-01,-4.1679563986e-02,,,,
,,,,6.3866666667e-01,2.2091134427e-03,-3.6797124998e-01,-4.1850172349e-02,,,,
,,,,6.3933333333e-01,2.2119443358e-03,-3.6740492108e-01,-4.2020331947e-02,,,,
,,,,6.4000000000e-01,2.2146772559e-03,-3.6683629024e-01,-4.2190040520e-02,,,,
,,,,6.4066666667e-01,2.2173120626e-03,-3.6626536345e-01,-4.2359295804e-02,,,,
,,,,6.4133333333e-01,2.2198486199e-03,-3.6569214676e-01,-4.2528095535e-02,,,,
,,,,6.4200000000e-01,2.2222867965e-03,-3.6511664623e-01,-4.2696437449e-02,,,,
,,,,6.4266666667e-01,2.2246264652e-03,-3.6453886795e-01,-4.2864319277e-02,,,,
,,,,6.4333333333e-01,2.2268675034e-03,-3.6395881805e-01,-4.3031738752e-02,,,,
,,,,6.4400000000e-01,2.2290097928e-03,-3.6337650269e-01,-4.3198693603e-02,,,,
,,,,6.4466666667e-01,2.2310532199e-03,-3.6279192804e-01,-4.3365181558e-02,,,,
,,,,6.4533333333e-01,2.2329976752e-03,-3.6220510033e-01,-4.3531200344e-02,,,,
,,,,6.4600000000e-01,2.2348430540e-03,-3.6161602580e-01,-4.3696747687e-02,,,,
,,,,6.4666666667e-01,2.2365892561e-03,-3.6102471073e-01,-4.3861821310e-02,,,,
,,,,6.4733333333e-01,2.2382361856e-03,-3.6043116142e-01,-4.4026418935e-02,,,,
,,,,6.4800000000e-01,2.2397837514e-03,-3.5983538421e-01,-4.4190538282e-02,,,,
,,,,6.4866666667e-01,2.2412318667e-03,-3.5923738547e-01,-4.4354177071e-02,,,,
,,,,6.4933333333e-01,2.2425804494e-03,-3.5863717159e-01,-4.4517333019e-02,,,,
,,,,6.5000000000e-01,2.2438294218e-03,-3.5803474900e-01,-4.4680003842e-02,,,,
,,,,6.5066666667e-01,2.2449787109e-03,-3.5743012416e-01,-4.4842187253e-02,,,,
,,,,6.5133333333e-01,2.2460282482e-03,-3.5682330356e-01,-4.5003880966e-02,,,,
,,,,6.5200000000e-01,2.2469779700e-03,-3.5621429372e-01,-4.5165082691e-02,,,,
,,,,6.5266666667e-01,2.2478278169e-03,-3.5560310118e-01,-4.5325790137e-02,,,,
,,,,6.5333333333e-01,2.2485777343e-03,-3.5498973253e-01,-4.5486001012e-02,,,,
,,,,6.5400000000e-01,2.2492276723e-03,-3.5437419437e-01,-4.5645713023e-02,,,,
,,,,6.5466666667e-01,2.2497775853e-03,-3.5375649334e-01,-4.5804923872e-02,,,,
,,,,6.5533333333e-01,2.2502274328e-03,-3.5313663612e-01,-4.5963631264e-02,,,,
,,,,6.5600000000e-01,2.2505771786e-03,-3.5251462941e-01,-4.6121832899e-02,,,,
,,,,6.5666666667e-01,2.2508267913e-03,-3.5189047994e-01,-4.6279526476e-02,,,,
,,,,6.5733333333e-01,2.2509762443e-03,-3.5126419447e-01,-4.6436709693e-02,,,,
,,,,6.5800000000e-01,2.2510255156e-03,-3.5063577980e-01,-4.6593380246e-02,,,,
,,,,6.5866666667e-01,2.2509745877e-03,-3.5000524274e-01,-4.6749535829e-02,,,,
,,,,6.5933333333e-01,2.2508234482e-03,-3.4937259015e-01,-4.6905174136e-02,,,,
,,,,6.6000000000e-01,2.2505720891e-03,-3.4873782893e-01,-4.7060292856e-02,,,,
,,,,6.6066666667e-01,2.2502205073e-03,-3.4810096598e-01,-4.7214889679e-02,,,,
,,,,6.6133333333e-01,2.2497687043e-03,-3.4746200825e-01,-4.7368962292e-02,,,,
,,,,6.6200000000e-01,2.2492166866e-03,-3.4682096271e-01,-4.7522508382e-02,,,,
,,,,6.6266666667e-01,2.2485644652e-03,-3.4617783638e-01,-4.7675525631e-02,,,,
,,,,6.6333333333e-01,2.2478120560e-03,-3.4553263630e-01,-4.7828011723e-02,,,,
,,,,6.6400000000e-01,2.2469594797e-03,-3.4488536953e-01,-4.7979964337e-02,,,,
,,,,6.6466666667e-01,2.2460067617e-03,-3.4423604317e-01,-4.8131381153e-02,,,,
,,,,6.6533333333e-01,2.2449539322e-03,-3.4358466436e-01,-4.8282259847e-02,,,,
,,,,6.6600000000e-01,2.2438010263e-03,-3.4293124026e-01,-4.8432598095e-02,,,,
,,,,6.6666666667e-01,2.2425480838e-03,-3.4227577805e-01,-4.8582393569e-02,,,,
,,,,6.6733333333e-01,2.2411951495e-03,-3.4161828497e-01,-4.8731643942e-02,,,,
,,,,6.6800000000e-01,2.2397422729e-03,-3.4095876827e-01,-4.8880346883e-02,,,,
,,,,6.6866666667e-01,2.2381895082e-03,-3.4029723523e-01,-4.9028500061e-02,,,,
,,,,6.6933333333e-01,2.2365369148e-03,-3.3963369317e-01,-4.9176101140e-02,,,,
,,,,6.7000000000e-01,2.2347845566e-03,-3.3896814944e-01,-4.9323147787e-02,,,,
,,,,6.7066666667e-01,2.2329325026e-03,-3.3830061142e-01,-4.9469637663e-02,,,,
,,,,6.7133333333e-01,2.2309808266e-03,-3.3763108651e-01,-4.9615568429e-02,,,,
,,,,6.7200000000e-01,2.2289296072e-03,-3.3695958217e-01,-4.9760937743e-02,,,,
,,,,6.7266666667e-01,2.2267789280e-03,-3.3628610585e-01,-4.9905743264e-02,,,,
,,,,6.7333333333e-01,2.2245288775e-03,-3.3561066507e-01,-5.0049982645e-02,,,,
,,,,6.7400000000e-01,2.2221795490e-03,-3.3493326735e-01,-5.0193653541e-02,,,,
,,,,6.7466666667e-01,2.2197310407e-03,-3.3425392027e-01,-5.0336753602e-02,,,,
,,,,6.7533333333e-01,2.2171834558e-03,-3.3357263142e-01,-5.0479280478e-02,,,,
,,,,6.7600000000e-01,2.2145369024e-03,-3.3288940842e-01,-5.0621231817e-02,,,,
,,,,6.7666666667e-01,2.2117914936e-03,-3.3220425895e-01,-5.0762605265e-02,,,,
,,,,6.7733333333e-01,2.2089473472e-03,-3.3151719068e-01,-5.0903398465e-02,,,,
,,,,6.7800000000e-01,2.2060045861e-03,-3.3082821134e-01,-5.1043609060e-02,,,,
,,,,6.7866666667e-01,2.2029633381e-03,-3.3013732868e-01,-5.1183234689e-02,,,,
,,,,6.7933333333e-01,2.1998237361e-03,-3.2944455048e-01,-5.1322272990e-02,,,,
,,,,6.8000000000e-01,2.1965859178e-03,-3.2874988457e-01,-5.1460721600e-02,,,,
,,,,6.8066666667e-01,2.1932500258e-03,-3.2805333879e-01,-5.1598578153e-02,,,,
,,,,6.8133333333e-01,2.1898162078e-03,-3.2735492102e-01,-5.1735840281e-02,,,,
,,,,6.8200000000e-01,2.1862846165e-03,-3.2665463917e-01,-5.1872505615e-02,,,,
,,,,6.8266666667e-01,2.1826554094e-03,-3.2595250118e-01,-5.2008571782e-02,,,,
,,,,6.8333333333e-01,2.1789287491e-03,-3.2524851502e-01,-5.2144036410e-02,,,,
,,,,6.8400000000e-01,2.1751048032e-03,-3.2454268870e-01,-5.2278897122e-02,,,,
,,,,6.8466666667e-01,2.1711837443e-03,-3.2383503025e-01,-5.2413151541e-02,,,,
,,,,6.8533333333e-01,2.1671657498e-03,-3.2312554775e-01,-5.2546797288e-02,,,,
,,,,6.8600000000e-01,2.1630510025e-03,-3.2241424929e-01,-5.2679831981e-02,,,,
,,,,6.8666666667e-01,2.1588396897e-03,-3.2170114300e-01,-5.2812253236e-02,,,,
,,,,6.8733333333e-01,2.1545320041e-03,-3.2098623705e-01,-5.2944058668e-02,,,,
,,,,6.8800000000e-01,2.1501281432e-03,-3.2026953963e-01,-5.3075245890e-02,,,,
,,,,6.8866666667e-01,2.1456283096e-03,-3.1955105896e-01,-5.3205812511e-02,,,,
,,,,6.8933333333e-01,2.1410327110e-03,-3.1883080331e-01,-5.3335756140e-02,,,,
,,,,6.9000000000e-01,2.1363415598e-03,-3.1810878097e-01,-5.3465074384e-02,,,,
,,,,6.9066666667e-01,2.1315550739e-03,-3.1738500025e-01,-5.3593764846e-02,,,,
,,,,6.9133333333e-01,2.1266734758e-03,-3.1665946951e-01,-5.3721825129e-02,,,,
,,,,6.9200000000e-01,2.1216969931e-03,-3.1593219714e-01,-5.3849252832e-02,,,,
,,,,6.9266666667e-01,2.1166258588e-03,-3.1520319154e-01,-5.3976045555e-02,,,,
,,,,6.9333333333e-01,2.1114603104e-03,-3.1447246118e-01,-5.4102200893e-02,,,,
,,,,6.9400000000e-01,2.1062005907e-03,-3.1374001453e-01,-5.4227716439e-02,,,,
,,,,6.9466666667e-01,2.1008469477e-03,-3.1300586011e-01,-5.4352589786e-02,,,,
,,,,6.9533333333e-01,2.0953996342e-03,-3.1227000646e-01,-5.4476818524e-02,,,,
,,,,6.9600000000e-01,2.0898589079e-03,-3.1153246215e-01,-5.4600400239e-02,,,,
,,,,6.9666666667e-01,2.0842250320e-03,-3.1079323580e-01,-5.4723332517e-02,,,,
,,,,6.9733333333e-01,2.0784982743e-03,-3.1005233605e-01,-5.4845612943e-02,,,,
,,,,6.9800000000e-01,2.0726789080e-03,-3.0930977157e-01,-5.4967239096e-02,,,,
,,,,6.9866666667e-01,2.0667672109e-03,-3.0856555107e-01,-5.5088208556e-02,,,,
,,,,6.9933333333e-01,2.0607634663e-03,-3.0781968328e-01,-5.5208518900e-02,,,,
,,,,7.0000000000e-01,2.0546679624e-03,-3.0707217697e-01,-5.5328167702e-02,,,,
,,,,7.0066666667e-01,2.0484809922e-03,-3.0632304095e-01,-5.5447152536e-02,,,,
,,,,7.0133333333e-01,2.0422028541e-03,-3.0557228405e-01,-5.5565470971e-02,,,,
,,,,7.0200000000e-01,2.0358338513e-03,-3.0481991514e-01,-5.5683120576e-02,,,,
,,,,7.0266666667e-01,2.0293742922e-03,-3.0406594312e-01,-5.5800098917e-02,,,,
,,,,7.0333333333e-01,2.0228244901e-03,-3.0331037691e-01,-5.5916403558e-02,,,,
,,,,7.0400000000e-01,2.0161847634e-03,-3.0255322548e-01,-5.6032032060e-02,,,,
,,,,7.0466666667e-01,2.0094554356e-03,-3.0179449784e-01,-5.6146981983e-02,,,,
,,,,7.0533333333e-01,2.0026368351e-03,-3.0103420299e-01,-5.6261250885e-02,,,,
,,,,7.0600000000e-01,1.9957292956e-03,-3.0027235002e-01,-5.6374836319e-02,,,,
,,,,7.0666666667e-01,1.9887331556e-03,-2.9950894800e-01,-5.6487735839e-02,,,,
,,,,7.0733333333e-01,1.9816487586e-03,-2.9874400607e-01,-5.6599946996e-02,,,,
,,,,7.0800000000e-01,1.9744764533e-03,-2.9797753338e-01,-5.6711467338e-02,,,,
,,,,7.0866666667e-01,1.9672165935e-03,-2.9720953914e-01,-5.6822294410e-02,,,,
,,,,7.0933333333e-01,1.9598695377e-03,-2.9644003255e-01,-5.6932425757e-02,,,,
,,,,7.1000000000e-01,1.9524356497e-03,-2.9566902287e-01,-5.7041858920e-02,,,,
,,,,7.1066666667e-01,1.9449152983e-03,-2.9489651940e-01,-5.7150591438e-02,,,,
,,,,7.1133333333e-01,1.9373088571e-03,-2.9412253146e-01,-5.7258620849e-02,,,,
,,,,7.1200000000e-01,1.9296167051e-03,-2.9334706840e-01,-5.7365944686e-02,,,,
,,,,7.1266666667e-01,1.9218392260e-03,-2.9257013961e-01,-5.7472560483e-02,,,,
,,,,7.1333333333e-01,1.9139768085e-03,-2.9179175451e-01,-5.7578465769e-02,,,,
,,,,7.1400000000e-01,1.9060298466e-03,-2.9101192255e-01,-5.7683658073e-02,,,,
,,,,7.1466666667e-01,1.8979987391e-03,-2.9023065321e-01,-5.7788134918e-02,,,,
,,,,7.1533333333e-01,1.8898838897e-03,-2.8944795602e-01,-5.7891893830e-02,,,,
,,,,7.1600000000e-01,1.8816857072e-03,-2.8866384053e-01,-5.7994932327e-02,,,,
,,,,7.1666666667e-01,1.8734046055e-03,-2.8787831632e-01,-5.8097247930e-02,,,,
,,,,7.1733333333e-01,1.8650410034e-03,-2.8709139302e-01,-5.8198838153e-02,,,,
,,,,7.1800000000e-01,1.8565953246e-03,-2.8630308026e-01,-5.8299700510e-02,,,,
,,,,7.1866666667e-01,1.8480679978e-03,-2.8551338773e-01,-5.8399832514e-02,,,,
,,,,7.1933333333e-01,1.8394594568e-03,-2.8472232516e-01,-5.8499231672e-02,,,,
,,,,7.2000000000e-01,1.8307701402e-03,-2.8392990228e-01,-5.8597895491e-02,,,,
,,,,7.2066666667e-01,1.8220004917e-03,-2.8313612889e-01,-5.8695821476e-02,,,,
,,,,7.2133333333e-01,1.8131509597e-03,-2.8234101480e-01,-5.8793007128e-02,,,,
,,,,7.2200000000e-01,1.8042219980e-03,-2.8154456985e-01,-5.8889449946e-02,,,,
,,,,7.2266666667e-01,1.7952140648e-03,-2.8074680394e-01,-5.8985147429e-02,,,,
,,,,7.2333333333e-01,1.7861276236e-03,-2.7994772697e-01,-5.9080097069e-02,,,,
,,,,7.2400000000e-01,1.7769631428e-03,-2.7914734889e-01,-5.9174296359e-02,,,,
,,,,7.2466666667e-01,1.7677210955e-03,-2.7834567970e-01,-5.9267742789e-02,,,,
,,,,7.2533333333e-01,1.7584019599e-03,-2.7754272940e-01,-5.9360433847e-02,,,,
,,,,7.2600000000e-01,1.7490062190e-03,-2.7673850804e-01,-5.9452367016e-02,,,,
,,,,7.2666666667e-01,1.7395343607e-03,-2.7593302570e-01,-5.9543539779e-02,,,,
,,,,7.2733333333e-01,1.7299868780e-03,-2.7512629251e-01,-5.9633949616e-02,,,,
,,,,7.2800000000e-01,1.7203642684e-03,-2.7431831861e-01,-5.9723594005e-02,,,,
,,,,7.2866666667e-01,1.7106670345e-03,-2.7350911418e-01,-5.9812470419e-02,,,,
,,,,7.2933333333e-01,1.7008956839e-03,-2.7269868944e-01,-5.9900576333e-02,,,,
,,,,7.3000000000e-01,1.6910507286e-03,-2.7188705465e-01,-5.9987909214e-02,,,,
,,,,7.3066666667e-01,1.6811326860e-03,-2.7107422008e-01,-6.0074466532e-02,,,,
,,,,7.3133333333e-01,1.6711420778e-03,-2.7026019605e-01,-6.0160245750e-02,,,,
,,,,7.3200000000e-01,1.6610794309e-03,-2.6944499291e-01,-6.0245244332e-02,,,,
,,,,7.3266666667e-01,1.6509452769e-03,-2.6862862105e-01,-6.0329459736e-02,,,,
,,,,7.3333333333e-01,1.6407401521e-03,-2.6781109089e-01,-6.0412889421e-02,,,,
,,,,7.3400000000e-01,1.6304645977e-03,-2.6699241288e-01,-6.0495530840e-02,,,,
,,,,7.3466666667e-01,1.6201191596e-03,-2.6617259750e-01,-6.0577381447e-02,,,,
,,,,7.3533333333e-01,1.6097043887e-03,-2.6535165528e-01,-6.0658438691e-02,,,,
,,,,7.3600000000e-01,1.5992208403e-03,-2.6452959677e-01,-6.0738700018e-02,,,,
,,,,7.3666666667e-01,1.5886690746e-03,-2.6370643256e-01,-6.0818162873e-02,,,,
,,,,7.3733333333e-01,1.5780496567e-03,-2.6288217326e-01,-6.0896824699e-02,,,,
,,,,7.3800000000e-01,1.5673631562e-03,-2.6205682955e-01,-6.0974682935e-02,,,,
,,,,7.3866666667e-01,1.5566101475e-03,-2.6123041210e-01,-6.1051735016e-02,,,,
,,,,7.3933333333e-01,1.5457912097e-03,-2.6040293164e-01,-6.1127978378e-02,,,,
,,,,7.4000000000e-01,1.5349069266e-03,-2.5957439892e-01,-6.1203410452e-02,,,,
,,,,7.4066666667e-01,1.5239578865e-03,-2.5874482475e-01,-6.1278028667e-02,,,,
,,,,7.4133333333e-01,1.5129446826e-03,-2.5791421995e-01,-6.1351830448e-02,,,,
,,,,7.4200000000e-01,1.5018679127e-03,-2.5708259537e-01,-6.1424813220e-02,,,,
,,,,7.4266666667e-01,1.4907281791e-03,-2.5624996192e-01,-6.1496974404e-02,,,,
,,,,7.4333333333e-01,1.4795260887e-03,-2.5541633052e-01,-6.1568311417e-02,,,,
,,,,7.4400000000e-01,1.4682622533e-03,-2.5458171213e-01,-6.1638821676e-02,,,,
,,,,7.4466666667e-01,1.4569372889e-03,-2.5374611776e-01,-6.1708502594e-02,,,,
,,,,7.4533333333e-01,1.4455518164e-03,-2.5290955844e-01,-6.1777351580e-02,,,,
,,,,7.4600000000e-01,1.4341064610e-03,-2.5207204523e-01,-6.1845366043e-02,,,,
,,,,7.4666666667e-01,1.4226018526e-03,-2.5123358923e-01,-6.1912543387e-02,,,,
,,,,7.4733333333e-01,1.4110386255e-03,-2.5039420158e-01,-6.1978881015e-02,,,,
,,,,7.4800000000e-01,1.3994174187e-03,-2.4955389345e-01,-6.2044376325e-02,,,,
,,,,7.4866666667e-01,1.3877388755e-03,-2.4871267604e-01,-6.2109026716e-02,,,,
,,,,7.4933333333e-01,1.3760036438e-03,-2.4787056060e-01,-6.2172829581e-02,,,,
,,,,7.5000000000e-01,1.3642123759e-03,-2.4702755840e-01,-6.2235782311e-02,,,,
,,,,7.5066666667e-01,1.3523657287e-03,-2.4618368074e-01,-6.2297882295e-02,,,,
,,,,7.5133333333e-01,1.3404643631e-03,-2.4533893898e-01,-6.2359126919e-02,,,,
,,,,7.5200000000e-01,1.3285089450e-03,-2.4449334448e-01,-6.2419513565e-02,,,,
,,,,7.5266666667e-01,1.3165001443e-03,-2.4364690866e-01,-6.2479039615e-02,,,,
,,,,7.5333333333e-01,1.3044386352e-03,-2.4279964298e-01,-6.2537702447e-02,,,,
,,,,7.5400000000e-01,1.2923250967e-03,-2.4195155890e-01,-6.2595499433e-02,,,,
,,,,7.5466666667e-01,1.2801602116e-03,-2.4110266796e-01,-6.2652427948e-02,,,,
,,,,7.5533333333e-01,1.2679446675e-03,-2.4025298169e-01,-6.2708485360e-02,,,,
,,,,7.5600000000e-01,1.2556791559e-03,-2.3940251170e-01,-6.2763669035e-02,,,,
,,,,7.5666666667e-01,1.2433643728e-03,-2.3855126959e-01,-6.2817976337e-02,,,,
,,,,7.5733333333e-01,1.2310010184e-03,-2.3769926704e-01,-6.2871404627e-02,,,,
,,,,7.5800000000e-01,1.2185897972e-03,-2.3684651572e-01,-6.2923951262e-02,,,,
,,,,7.5866666667e-01,1.2061314179e-03,-2.3599302738e-01,-6.2975613599e-02,,,,
,,,,7.5933333333e-01,1.1936265932e-03,-2.3513881377e-01,-6.3026388989e-02,,,,
,,,,7.6000000000e-01,1.1810760403e-03,-2.3428388669e-01,-6.3076274782e-02,,,,
,,,,7.6066666667e-01,1.1684804803e-03,-2.3342825797e-01,-6.3125268325e-02,,,,
,,,,7.6133333333e-01,1.1558406386e-03,-2.3257193948e-01,-6.3173366960e-02,,,,
,,,,7.6200000000e-01,1.1431572446e-03,-2.3171494313e-01,-6.3220568030e-02,,,,
,,,,7.6266666667e-01,1.1304310318e-03,-2.3085728086e-01,-6.3266868871e-02,,,,
,,,,7.6333333333e-01,1.1176627378e-03,-2.2999896463e-01,-6.3312266820e-02,,,,
,,,,7.6400000000e-01,1.1048531043e-03,-2.2914000647e-01,-6.3356759208e-02,,,,
,,,,7.6466666667e-01,1.0920028769e-03,-2.2828041840e-01,-6.3400343364e-02,,,,
,,,,7.6533333333e-01,1.0791128053e-03,-2.2742021253e-01,-6.3443016616e-02,,,,
,,,,7.6600000000e-01,1.0661836430e-03,-2.2655940096e-01,-6.3484776287e-02,,,,
,,,,7.6666666667e-01,1.0532161478e-03,-2.2569799584e-01,-6.3525619696e-02,,,,
,,,,7.6733333333e-01,1.0402110811e-03,-2.2483600937e-01,-6.3565544162e-02,,,,
,,,,7.6800000000e-01,1.0271692083e-03,-2.2397345376e-01,-6.3604547000e-02,,,,
,,,,7.6866666667e-01,1.0140912987e-03,-2.2311034127e-01,-6.3642625521e-02,,,,
,,,,7.6933333333e-01,1.0009781254e-03,-2.2224668421e-01,-6.3679777033e-02,,,,
,,,,7.7000000000e-01,9.8783046545e-04,-2.2138249489e-01,-6.3715998844e-02,,,,
,,,,7.7066666667e-01,9.7464909951e-04,-2.2051778570e-01,-6.3751288255e-02,,,,
,,,,7.7133333333e-01,9.6143481216e-04,-2.1965256902e-01,-6.3785642566e-02,,,,
,,,,7.7200000000e-01,9.4818839166e-04,-2.1878685730e-01,-6.3819059075e-02,,,,
,,,,7.7266666667e-01,9.3491063004e-04,-2.1792066301e-01,-6.3851535075e-02,,,,
,,,,7.7333333333e-01,9.2160232297e-04,-2.1705399866e-01,-6.3883067857e-02,,,,
,,,,7.7400000000e-01,9.0826426981e-04,-2.1618687680e-01,-6.3913654709e-02,,,,
,,,,7.7466666667e-01,8.9489727357e-04,-2.1531931001e-01,-6.3943292915e-02,,,,
,,,,7.7533333333e-01,8.8150214084e-04,-2.1445131091e-01,-6.3971979758e-02,,,,
,,,,7.7600000000e-01,8.6807968182e-04,-2.1358289215e-01,-6.3999712517e-02,,,,
,,,,7.7666666667e-01,8.5463071023e-04,-2.1271406642e-01,-6.4026488466e-02,,,,
,,,,7.7733333333e-01,8.4115604335e-04,-2.1184484645e-01,-6.4052304879e-02,,,,
,,,,7.7800000000e-01,8.2765650192e-04,-2.1097524500e-01,-6.4077159025e-02,,,,
,,,,7.7866666667e-01,8.1413291017e-04,-2.1010527488e-01,-6.4101048171e-02,,,,
,,,,7.7933333333e-01,8.0058609575e-04,-2.0923494891e-01,-6.4123969581e-02,,,,
,,,,7.8000000000e-01,7.8701688972e-04,-2.0836427997e-01,-6.4145920513e-02,,,,
,,,,7.8066666667e-01,7.7342612649e-04,-2.0749328097e-01,-6.4166898227e-02,,,,
,,,,7.8133333333e-01,7.5981464385e-04,-2.0662196486e-01,-6.4186899976e-02,,,,
,,,,7.8200000000e-01,7.4618328287e-04,-2.0575034461e-01,-6.4205923011e-02,,,,
,,,,7.8266666667e-01,7.3253288792e-04,-2.0487843324e-01,-6.4223964580e-02,,,,
,,,,7.8333333333e-01,7.1886430659e-04,-2.0400624381e-01,-6.4241021928e-02,,,,
,,,,7.8400000000e-01,7.0517838970e-04,-2.0313378940e-01,-6.4257092297e-02,,,,
,,,,7.8466666667e-01,6.9147599125e-04,-2.0226108315e-01,-6.4272172925e-02,,,,
,,,,7.8533333333e-01,6.7775796839e-04,-2.0138813822e-01,-6.4286261048e-02,,,,
,,,,7.8600000000e-01,6.6402518138e-04,-2.0051496782e-01,-6.4299353897e-02,,,,
,,,,7.8666666667e-01,6.5027849355e-04,-1.9964158517e-01,-6.4311448702e-02,,,,
,,,,7.8733333333e-01,6.3651877130e-04,-1.9876800356e-01,-6.4322542689e-02,,,,
,,,,7.8800000000e-01,6.2274688401e-04,-1.9789423630e-01,-6.4332633081e-02,,,,
,,,,7.8866666667e-01,6.0896370407e-04,-1.9702029673e-01,-6.4341717097e-02,,,,
,,,,7.8933333333e-01,5.9517010678e-04,-1.9614619824e-01,-6.4349791953e-02,,,,
,,,,7.9000000000e-01,5.8136697036e-04,-1.9527195426e-01,-6.4356854863e-02,,,,
,,,,7.9066666667e-01,5.6755517591e-04,-1.9439757824e-01,-6.4362903037e-02,,,,
,,,,7.9133333333e-01,5.5373560734e-04,-1.9352308368e-01,-6.4367933680e-02,,,,
,,,,7.9200000000e-01,5.3990915137e-04,-1.9264848412e-01,-6.4371943998e-02,,,,
,,,,7.9266666667e-01,5.2607669748e-04,-1.9177379312e-01,-6.4374931189e-02,,,,
,,,,7.9333333333e-01,5.1223913786e-04,-1.9089902430e-01,-6.4376892452e-02,,,,
,,,,7.9400000000e-01,4.9839736740e-04,-1.9002419130e-01,-6.4377824979e-02,,,,
,,,,7.9466666667e-01,4.8455228361e-04,-1.8914930780e-01,-6.4377725961e-02,,,,
,,,,7.9533333333e-01,4.7070478663e-04,-1.8827438752e-01,-6.4376592586e-02,,,,
,,,,7.9600000000e-01,4.5685577916e-04,-1.8739944423e-01,-6.4374422037e-02,,,,
,,,,7.9666666667e-01,4.4300616644e-04,-1.8652449171e-01,-6.4371211495e-02,,,,
,,,,7.9733333333e-01,4.2915685616e-04,-1.8564954380e-01,-6.4366958138e-02,,,,
,,,,7.9800000000e-01,4.1530875851e-04,-1.8477461437e-01,-6.4361659139e-02,,,,
,,,,7.9866666667e-01,4.0146278604e-04,-1.8389971732e-01,-6.4355311669e-02,,,,
,,,,7.9933333333e-01,3.8761985371e-04,-1.8302486661e-01,-6.4347912895e-02,,,,
,,,,8.0000000000e-01,3.7378087877e-04,-1.8215007622e-01,-6.4339459983e-02,,,,
,,,,8.0066666667e-01,3.5994678077e-04,-1.8127536016e-01,-6.4329950092e-02,,,,
,,,,8.0133333333e-01,3.4611848151e-04,-1.8040073250e-01,-6.4319380379e-02,,,,
,,,,8.0200000000e-01,3.3229690496e-04,-1.7952620732e-01,-6.4307748000e-02,,,,
,,,,8.0266666667e-01,3.1848297728e-04,-1.7865179877e-01,-6.4295050105e-02,,,,
,,,,8.0333333333e-01,3.0467762673e-04,-1.7777752102e-01,-6.4281283840e-02,,,,
,,,,8.0400000000e-01,2.9088178363e-04,-1.7690338828e-01,-6.4266446351e-02,,,,
,,,,8.0466666667e-01,2.7709638034e-04,-1.7602941479e-01,-6.4250534777e-02,,,,
,,,,8.0533333333e-01,2.6332235119e-04,-1.7515561484e-01,-6.4233546256e-02,,,,
,,,,8.0600000000e-01,2.4956063245e-04,-1.7428200276e-01,-6.4215477922e-02,,,,
,,,,8.0666666667e-01,2.3581216228e-04,-1.7340859291e-01,-6.4196326904e-02,,,,
,,,,8.0733333333e-01,2.2207788069e-04,-1.7253539968e-01,-6.4176090331e-02,,,,
,,,,8.0800000000e-01,2.0835872949e-04,-1.7166243752e-01,-6.4154765325e-02,,,,
,,,,8.0866666667e-01,1.9465565224e-04,-1.7078972090e-01,-6.4132349007e-02,,,,
,,,,8.0933333333e-01,1.8096959419e-04,-1.6991726434e-01,-6.4108838494e-02,,,,
,,,,8.1000000000e-01,1.6730150227e-04,-1.6904508239e-01,-6.4084230898e-02,,,,
,,,,8.1066666667e-01,1.5365232501e-04,-1.6817318964e-01,-6.4058523329e-02,,,,
,,,,8.1133333333e-01,1.4002301252e-04,-1.6730160072e-01,-6.4031712895e-02,,,,
